Race ID,Chamber,State,Congressional District,Year,R-D Victory Margin,Incumbent Running?,Geography,District PVI,Population\Square-Mile,Share African-American,Share Asian,Share College Educated,Share Hispanic,Share Non-Hispanic White,Unopposed D?,Unopposed R?,Vote Share of Last D Presidential Candidate,Vote Share of Last R House Candidate
H2012SC05,House,SC,05,2012,11.11,Republican,,12,120.02,0.298495591,0.012,0.19899999999999998,0.039076123,0.8683541990000001,0,0,0.465,0.5512
H2012SC06,House,SC,06,2012,-38.11,Democrat,,-13,81.95,0.564197481,0.012,0.19399999999999998,0.038694076,0.7673757990000001,0,0,0.6459999999999999,0.3641
H2012SC07,House,SC,07,2012,9.8,Open Seat,,-9,123.4,0.309978783,0.011000000000000001,0.192,0.041295461,0.7497243640000001,0,0,0.4489,0.0
H2012SD00,House,SD,00,2012,14.9,Republican,,10,10.74,0.019959606,0.011000000000000001,0.263,0.028754673999999997,0.7112877809999999,0,0,0.45899999999999996,0.4812
H2012TN01,House,TN,01,2012,56.15,Republican,,9,170.24,0.032489027999999996,0.008,0.179,0.033403911,0.621116253,0,0,0.293,0.8084
H2012TN02,House,TN,02,2012,53.83,Republican,Quite Urban,17,303.84,0.073667623,0.017,0.284,0.033523247,0.745029862,0,0,0.34700000000000003,0.8178
H2012TN03,House,TN,03,2012,25.97,Republican,,15,154.28,0.11993796400000001,0.013000000000000001,0.21,0.035342626,0.6956465959999999,0,0,0.374,0.5679
H2012TN04,House,TN,04,2012,11.52,Republican,,7,117.82,0.067895092,0.017,0.201,0.040692057000000004,0.6244014379999999,0,0,0.34700000000000003,0.5707
H2012TN05,House,TN,05,2012,-32.45,Democrat,Extremely Urban,-12,564.74,0.260799587,0.033,0.34600000000000003,0.091441013,0.41277255700000004,0,0,0.5660000000000001,0.4207
H2012TN06,House,TN,06,2012,100.0,Republican,Quite Rural,9,108.91,0.068807483,0.01,0.201,0.045385733,0.845536002,0,1,0.374,0.6726
H2012TN07,House,TN,07,2012,47.05,Republican,Quite Rural,21,76.97,0.13129063,0.021,0.263,0.044658415,0.919477725,0,0,0.34299999999999997,0.7237
H2012TN08,House,TN,08,2012,39.88,Republican,,16,102.93,0.216415033,0.021,0.27699999999999997,0.028442277000000002,0.867613869,0,0,0.434,0.5899
H2012TN09,House,TN,09,2012,-51.27,Democrat,Extremely Urban,13,1458.7,0.653271794,0.017,0.22399999999999998,0.069151036,0.823137862,0,0,0.77,0.2511
H2012TX01,House,TX,01,2012,44.5,Republican,,13,88.88,0.18833529899999998,0.013000000000000001,0.185,0.16029702099999998,0.904853191,0,0,0.303,0.8973
H2012TX02,House,TX,02,2012,32.14,Republican,Extremely Urban,-3,2262.31,0.176543117,0.078,0.386,0.269905865,0.611882385,0,0,0.4,0.8861
H2012TX03,House,TX,03,2012,100.0,Republican,Extremely Urban,13,1452.52,0.111422971,0.157,0.509,0.18882465399999998,0.834651842,0,1,0.424,0.6628
H2012TX04,House,TX,04,2012,48.92,Republican,Quite Rural,18,69.0,0.116043411,0.012,0.19399999999999998,0.131449535,0.767694441,0,0,0.303,0.7319
H2012TX05,House,TX,05,2012,31.18,Republican,,6,138.48,0.152330726,0.021,0.174,0.250431061,0.715913056,0,0,0.364,0.7053
H2012TX06,House,TX,06,2012,18.79,Republican,Extremely Urban,-23,325.12,0.190552473,0.051,0.297,0.221482605,0.265240129,0,0,0.4,0.6591
H2012TX07,House,TX,07,2012,24.38,Republican,Extremely Urban,21,4313.25,0.127088219,0.109,0.47100000000000003,0.28894251600000004,0.640127906,0,0,0.414,0.8145
H2012TX08,House,TX,08,2012,56.96,Republican,,13,115.38,0.090346858,0.03,0.27699999999999997,0.185067743,0.501715806,0,0,0.26,0.8027
H2012TX09,House,TX,09,2012,-58.8,Democrat,Extremely Urban,14,4216.9,0.364364684,0.11800000000000001,0.23800000000000002,0.41614720200000005,0.507542689,0,0,0.77,0.2288
H2012TX10,House,TX,10,2012,24.27,Republican,Quite Urban,21,137.74,0.111105829,0.057999999999999996,0.355,0.268384516,0.711510854,0,0,0.444,0.6467
H2012TX11,House,TX,11,2012,60.07,Republican,Quite Urban,17,25.1,0.046488304,0.011000000000000001,0.188,0.362342596,0.5884904639999999,0,0,0.242,0.8084
H2012TX12,House,TX,12,2012,44.23,Republican,Extremely Urban,15,484.67,0.084339283,0.037000000000000005,0.27899999999999997,0.259967774,0.519339756,0,0,0.364,0.7186
H2012TX13,House,TX,13,2012,100.0,Republican,Quite Urban,13,18.21,0.069013223,0.021,0.19,0.246535167,0.496995685,0,1,0.23199999999999998,0.8705
H2012TX14,House,TX,14,2012,8.85,Open Seat,Extremely Urban,25,286.1,0.162334085,0.032,0.225,0.25477114300000003,0.7274945190000001,0,0,0.33299999999999996,0.7599
H2012TX15,House,TX,15,2012,-24.03,Democrat,Extremely Urban,-22,89.5,0.019979335,0.011000000000000001,0.183,0.812607348,0.124175177,0,0,0.6,0.4159
H2012TX16,House,TX,16,2012,-32.49,Open Seat,Extremely Urban,10,983.3,0.041612132999999996,0.013999999999999999,0.226,0.80041647,0.5386003079999999,0,0,0.667,0.3658
H2012TX17,House,TX,17,2012,100.0,Republican,Quite Urban,28,91.29,0.119642474,0.05,0.299,0.232041955,0.5684403729999999,0,1,0.32299999999999995,0.618
H2012TX18,House,TX,18,2012,-52.43,Democrat,Extremely Urban,16,2969.76,0.381638527,0.040999999999999995,0.18899999999999997,0.42286697,0.5905082660000001,0,0,0.778,0.2726
H2012TX19,House,TX,19,2012,100.0,Republican,Quite Urban,29,27.04,0.06831957400000001,0.015,0.212,0.347231746,0.659046025,0,1,0.273,0.7778
H2012TX20,House,TX,20,2012,-30.43,Open Seat,Extremely Urban,18,3498.04,0.07252526299999999,0.031,0.217,0.704680324,0.557608572,0,0,0.64,0.3445
H2012TX21,House,TX,21,2012,25.15,Republican,Quite Urban,-3,117.97,0.054335500999999994,0.036000000000000004,0.447,0.27938652,0.15205285699999999,0,0,0.414,0.6888
H2012TX22,House,TX,22,2012,32.07,Republican,Extremely Urban,-10,676.29,0.131416693,0.185,0.41200000000000003,0.27047717600000004,0.138100045,0,0,0.414,0.6749
H2012TX23,House,TX,23,2012,-4.75,Republican,Quite Urban,20,12.03,0.036240287,0.016,0.215,0.675094366,0.6529953039999999,0,0,0.515,0.494
H2012TX24,House,TX,24,2012,25.02,Republican,Extremely Urban,-24,2658.27,0.137937099,0.141,0.423,0.250038862,0.146500234,0,0,0.444,0.8157
H2012TX25,House,TX,25,2012,21.0,Open Seat,,26,91.66,0.08837167900000001,0.034,0.331,0.295374215,0.56900796,0,0,0.596,0.4484
H2012TX26,House,TX,26,2012,39.58,Republican,Extremely Urban,-8,769.98,0.11211173199999999,0.066,0.38799999999999996,0.188243806,0.18307604100000002,0,0,0.414,0.6705
H2012TX27,House,TX,27,2012,17.53,Republican,Quite Urban,14,76.52,0.046168417,0.016,0.172,0.618567824,0.598122759,0,0,0.535,0.4784
H2012TX28,House,TX,28,2012,-38.12,Democrat,Quite Urban,13,74.48,0.034383323,0.011000000000000001,0.177,0.779805005,0.42990784299999996,0,0,0.56,0.4196
H2012TX29,House,TX,29,2012,-100.0,Democrat,Extremely Urban,4,3733.83,0.10755577699999999,0.018000000000000002,0.087,0.762544751,0.277276127,1,0,0.62,0.3409
H2012TX30,House,TX,30,2012,-59.82,Democrat,Extremely Urban,11,1960.56,0.435365736,0.019,0.19,0.389944285,0.472077704,0,0,0.82,0.2164
H2012TX31,House,TX,31,2012,26.3,Republican,Extremely Urban,-6,324.2,0.13471528900000002,0.054000000000000006,0.32,0.226197287,0.485429685,0,0,0.418,0.8254
H2012TX32,House,TX,32,2012,20.0,Republican,Extremely Urban,13,3762.19,0.11009301199999999,0.087,0.41700000000000004,0.352940142,0.603562225,0,0,0.465,0.6261
H2012TX33,House,TX,33,2012,-47.6,Open Seat,Extremely Urban,2,3295.69,0.155653283,0.022000000000000002,0.09300000000000001,0.6571509839999999,0.22552123300000002,0,0,0.7265,0.0
H2012TX34,House,TX,34,2012,-26.3,Open Seat,Quite Urban,0,85.28,0.018257548999999998,0.006,0.14400000000000002,0.834519327,0.176091305,0,0,0.6135,0.0
H2012TX35,House,TX,35,2012,-32.0,Democrat,Extremely Urban,-8,1176.36,0.113017693,0.017,0.183,0.623313248,0.121246738,0,0,0.6455,0.0
H2012TX36,House,TX,36,2012,44.2,Open Seat,,-27,98.02,0.106078379,0.021,0.182,0.22019323699999999,0.155700256,0,0,0.2599,0.0
H2012UT01,House,UT,01,2012,46.78,Republican,Extremely Urban,14,35.32,0.018159196000000002,0.017,0.278,0.126940042,0.5912685679999999,0,0,0.34,0.6919
H2012UT02,House,UT,02,2012,28.7,Open Seat,Extremely Urban,8,17.28,0.015240295,0.038,0.306,0.116530515,0.42989215399999997,0,0,0.408,0.4606
H2012UT03,House,UT,03,2012,27.77,Republican,Extremely Urban,21,34.43,0.012175173000000001,0.026000000000000002,0.375,0.134963483,0.802123052,0,0,0.302,0.7232
H2012UT04,House,UT,04,2012,-1.2,Democrat,Extremely Urban,15,270.93,0.024402527,0.045,0.275,0.167220861,0.8372560720000001,0,0,0.3101,0.0
H2012VA01,House,VA,01,2012,15.08,Republican,Quite Urban,-13,197.42,0.20047982,0.032,0.349,0.084162183,0.940441964,0,0,0.485,0.6387
H2012VA02,House,VA,02,2012,7.66,Republican,Extremely Urban,7,714.03,0.240630865,0.055999999999999994,0.301,0.073175877,0.667707297,0,0,0.51,0.5312
H2012VA03,House,VA,03,2012,-62.79,Democrat,Extremely Urban,5,788.35,0.580234766,0.027000000000000003,0.225,0.054301142999999996,0.625235152,0,0,0.76,0.2718
H2012VA04,House,VA,04,2012,14.02,Republican,Quite Urban,-20,168.75,0.343310833,0.018000000000000002,0.245,0.047192807999999996,0.352407449,0,0,0.505,0.6233
H2012VA05,House,VA,05,2012,12.58,Republican,Extremely Rural,4,72.52,0.227512181,0.018000000000000002,0.245,0.031026334,0.581086544,0,0,0.485,0.5081
H2012VA06,House,VA,06,2012,30.67,Republican,,5,122.66,0.128135115,0.019,0.265,0.042142004000000004,0.714867522,0,0,0.424,0.7627
H2012VA07,House,VA,07,2012,17.02,Republican,Quite Urban,12,261.98,0.167486399,0.052000000000000005,0.39399999999999996,0.049092703,0.804343547,0,0,0.465,0.5922
H2012VA08,House,VA,08,2012,-34.02,Democrat,Extremely Urban,9,4873.8,0.149097651,0.11599999999999999,0.6,0.18009172399999998,0.718202527,0,0,0.6970000000000001,0.373
H2012VA09,House,VA,09,2012,22.7,Republican,Quite Rural,-16,79.81,0.05417295900000001,0.015,0.175,0.017937561,0.554322518,0,0,0.40399999999999997,0.5121
H2012VA10,House,VA,10,2012,19.65,Republican,Extremely Urban,11,530.06,0.08991362900000001,0.14800000000000002,0.532,0.133181065,0.9161709709999999,0,0,0.535,0.6287
H2012VA11,House,VA,11,2012,-25.49,Democrat,Extremely Urban,2,3929.8,0.14233063199999998,0.18100000000000002,0.524,0.16839169,0.622825242,0,0,0.5760000000000001,0.4879
H2012VT00,House,VT,00,2012,-48.65,Democrat,Quite Rural,26,67.89,0.015506751000000001,0.012700143,0.358,0.015139411,0.760801809,0,0,0.691,0.3203
H2012WA01,House,WA,01,2012,-7.88,Open Seat,Quite Urban,-2,108.7,0.028092557999999997,0.113,0.385,0.081724428,0.537463251,0,0,0.633,0.4233
H2012WA02,House,WA,02,2012,-22.28,Democrat,Extremely Urban,-9,662.5,0.032099731,0.094,0.29100000000000004,0.098544046,0.714197773,0,0,0.5710000000000001,0.4893
H2012WA03,House,WA,03,2012,20.76,Republican,Quite Urban,-3,73.78,0.025101665,0.038,0.233,0.081249356,0.805326667,0,0,0.541,0.5297
H2012WA04,House,WA,04,2012,32.44,Republican,Quite Urban,0,34.93,0.01566714,0.016,0.187,0.35577938,0.826724598,0,0,0.408,0.6764
H2012WA05,House,WA,05,2012,23.84,Republican,Quite Urban,13,43.46,0.027032897,0.027999999999999997,0.271,0.062717922,0.5968933710000001,0,0,0.469,0.6367
H2012WA06,House,WA,06,2012,-18.0,Open Seat,Quite Urban,7,97.42,0.061403308,0.048,0.268,0.08132866,0.841579854,0,0,0.588,0.4196
H2012WA07,House,WA,07,2012,-59.3,Democrat,Extremely Urban,-5,4665.63,0.083206445,0.125,0.5539999999999999,0.076325528,0.725099149,0,0,0.847,0.0
H2012WA08,House,WA,08,2012,19.3,Republican,Quite Urban,-31,91.37,0.03762126,0.094,0.31,0.08625060300000001,0.630340439,0,0,0.5710000000000001,0.5205
H2012WA09,House,WA,09,2012,-43.0,Democrat,Extremely Urban,-3,3666.03,0.120775022,0.249,0.379,0.122876383,0.712214483,0,0,0.5920000000000001,0.4515
H2012WA10,House,WA,10,2012,-17.2,Open Seat,Extremely Urban,-5,813.45,0.084665596,0.08199999999999999,0.247,0.105325907,0.622437925,0,0,0.578,0.0
H2012WI01,House,WI,01,2012,11.51,Republican,Extremely Urban,2,411.4,0.060763039000000005,0.018000000000000002,0.261,0.091418877,0.816218847,0,0,0.52,0.6821
H2012WI02,House,WI,02,2012,-36.0,Open Seat,Quite Urban,-15,156.69,0.0573259,0.044000000000000004,0.377,0.061117567000000005,0.837670178,0,0,0.6970000000000001,0.3816
H2012WI03,House,WI,03,2012,-28.26,Democrat,Quite Rural,-4,63.97,0.0151565,0.023,0.23199999999999998,0.01999221,0.936975053,0,0,0.586,0.4649
H2012WI04,House,WI,04,2012,-47.41,Democrat,Extremely Urban,-22,5538.55,0.368976414,0.042,0.259,0.16476850199999998,0.41852904,0,0,0.758,0.2957
H2012WI05,House,WI,05,2012,35.67,Republican,Quite Urban,12,375.97,0.02753862,0.03,0.34700000000000003,0.04869901,0.894291698,0,0,0.414,0.6932
H2012WI06,House,WI,06,2012,24.34,Republican,,4,144.53,0.021540066,0.025,0.252,0.04101811,0.907409605,0,0,0.505,0.7066
H2012WI07,House,WI,07,2012,12.28,Republican,Extremely Rural,-3,30.86,0.010083638,0.017,0.207,0.019248337,0.925493766,0,0,0.5710000000000001,0.5211
H2012WI08,House,WI,08,2012,11.98,Republican,,2,104.44,0.018904468,0.023,0.235,0.045254305,0.882682905,0,0,0.541,0.5477
H2012WV01,House,WV,01,2012,24.96,Republican,,9,98.16,0.031613987,0.011000000000000001,0.198,0.010396073,0.942797517,0,0,0.424,0.504
H2012WV02,House,WV,02,2012,39.54,Republican,Quite Rural,8,77.44,0.043813698,0.009000000000000001,0.209,0.018416002,0.914383871,0,0,0.444,0.6846
H2012WV03,House,WV,03,2012,-7.98,Democrat,Quite Rural,6,63.22,0.04565415900000001,0.005,0.153,0.018416002,0.935675512,0,0,0.429,0.4396
H2012WY00,House,WY,00,2012,43.43,Republican,,20,5.81,0.016741801,0.007852725,0.247,0.092664555,0.855519063,0,0,0.337,0.69
H2014AK00,House,AK,00,2014,10.0,Republican,,12,1.24,0.051912837,0.053693798,0.28,0.06643023299999999,0.624606193,0,0,0.4269,0.6394
H2014AL01,House,AL,01,2014,36.45,Republican,,15,112.55,0.285680056,0.015,0.231,0.030276705,0.653939434,0,0,0.377,0.9786
H2014AL02,House,AL,02,2014,34.78,Republican,,17,67.33,0.318240464,0.012,0.21600000000000003,0.032256495,0.626300947,0,0,0.3666,0.636
H2014AL03,House,AL,03,2014,32.4,Republican,Quite Rural,16,90.51,0.267230332,0.018000000000000002,0.204,0.028668368,0.683129324,0,0,0.3713,0.64
H2014AL04,House,AL,04,2014,100.0,Republican,Extremely Rural,28,76.82,0.077715471,0.006,0.163,0.061079264,0.837997592,0,1,0.2429,0.7397
H2014AL05,House,AL,05,2014,100.0,Republican,,17,185.68,0.185323209,0.017,0.295,0.04933881,0.73384815,0,1,0.3532,0.6495
H2014AL06,House,AL,06,2014,52.48,Republican,Quite Urban,28,163.71,0.153156489,0.018000000000000002,0.34600000000000003,0.049650304000000006,0.766759961,0,0,0.2495,0.7117
H2014AL07,House,AL,07,2014,-100.0,Democrat,Quite Urban,-20,67.23,0.6426899429999999,0.009000000000000001,0.179,0.024852252999999998,0.326199616,1,0,0.7276,0.2409
H2014AR01,House,AR,01,2014,30.87,Republican,Quite Rural,14,37.72,0.189656004,0.006,0.157,0.031484064,0.765170123,0,0,0.3731,0.5623
H2014AR02,House,AR,02,2014,8.26,Open Seat,Quite Urban,8,146.48,0.230259985,0.017,0.28300000000000003,0.0502147,0.693053417,0,0,0.4395,0.5519
H2014AR03,House,AR,03,2014,100.0,Republican,,19,134.97,0.041347842999999995,0.039,0.249,0.13698954900000002,0.762103027,0,1,0.3254,0.759
H2014AR04,House,AR,04,2014,11.18,Open Seat,Quite Rural,15,32.63,0.20609514399999998,0.006999999999999999,0.165,0.054480426,0.723769533,0,0,0.3675,0.5953
H2014AZ01,House,AZ,01,2014,-5.22,Democrat,,4,12.9,0.029335976,0.018000000000000002,0.23199999999999998,0.21612955600000003,0.503815771,0,0,0.4873,0.4515
H2014AZ02,House,AZ,02,2014,0.07,Democrat,Extremely Urban,3,90.61,0.052867539000000005,0.033,0.33399999999999996,0.270630896,0.625208574,0,0,0.4924,0.4957
H2014AZ03,House,AZ,03,2014,-11.49,Democrat,Extremely Urban,-8,45.27,0.057337973,0.019,0.161,0.614487171,0.28089266,0,0,0.6246,0.3715
H2014AZ04,House,AZ,04,2014,44.17,Republican,Quite Urban,20,21.39,0.025382949,0.013999999999999999,0.19,0.18550862399999998,0.744313071,0,0,0.3157,0.6683
H2014AZ05,House,AZ,05,2014,39.16,Republican,Extremely Urban,17,2420.09,0.039748035,0.049,0.336,0.17723399399999998,0.7186978820000001,0,0,0.3516,0.6719
H2014AZ06,House,AZ,06,2014,29.72,Republican,Extremely Urban,12,1136.23,0.03610222,0.051,0.424,0.15888775900000002,0.735805357,0,0,0.3947,0.613
H2014AZ07,House,AZ,07,2014,-100.0,Open Seat,Extremely Urban,-16,3462.48,0.108364344,0.026000000000000002,0.139,0.6432011129999999,0.20140492399999999,1,0,0.7301,0.0
H2014AZ08,House,AZ,08,2014,100.0,Republican,Extremely Urban,15,1316.06,0.05512467,0.04,0.27399999999999997,0.187957287,0.714070091,0,1,0.3742,0.6335
H2014AZ09,House,AZ,09,2014,-12.82,Democrat,Extremely Urban,1,4309.87,0.06503661,0.055999999999999994,0.354,0.27827075100000004,0.56621004,0,0,0.523,0.4463
H2014CA01,House,CA,01,2014,22.06,Republican,,10,25.02,0.023207772999999998,0.028999999999999998,0.239,0.131573781,0.780946677,0,0,0.4159,0.5738
H2014CA02,House,CA,02,2014,-49.98,Democrat,Quite Urban,-20,54.27,0.025719684,0.04,0.397,0.17858685600000002,0.711855716,0,0,0.7188,0.2876
H2014CA03,House,CA,03,2014,-5.44,Democrat,Extremely Urban,-3,113.67,0.076184712,0.11800000000000001,0.242,0.28896635800000003,0.489464689,0,0,0.5575,0.4577
H2014CA04,House,CA,04,2014,100.0,Republican,,10,54.76,0.019820808,0.054000000000000006,0.32,0.1257817,0.774256195,0,1,0.4055,0.6111
H2014CA05,House,CA,05,2014,-100.0,Democrat,Extremely Urban,-19,406.11,0.080627367,0.114,0.317,0.272985876,0.522792214,1,0,0.7171,0.2553
H2014CA06,House,CA,06,2014,-45.38,Democrat,Extremely Urban,-18,4015.68,0.15766266,0.172,0.261,0.280574679,0.384029678,0,0,0.7094,0.2495
H2014CA07,House,CA,07,2014,-0.8,Democrat,Extremely Urban,0,1281.15,0.093298942,0.166,0.327,0.16892299100000002,0.5507182660000001,0,0,0.5205,0.4832
H2014CA08,House,CA,08,2014,35.3,Republican,Extremely Urban,10,21.39,0.09731976699999999,0.035,0.158,0.39637720600000004,0.468148422,0,0,0.4286,1.0
H2014CA09,House,CA,09,2014,-4.74,Democrat,Extremely Urban,-6,564.45,0.111154318,0.15,0.198,0.37264835799999996,0.35904329799999996,0,0,0.5904,0.4445
H2014CA10,House,CA,10,2014,12.3,Republican,Extremely Urban,1,386.47,0.042306002,0.076,0.177,0.42065554899999996,0.44374371799999995,0,0,0.5184,0.5271
H2014CA11,House,CA,11,2014,-34.54,Open Seat,Extremely Urban,-17,1424.01,0.098709181,0.145,0.415,0.265757084,0.469668191,0,0,0.6926,0.3027
H2014CA12,House,CA,12,2014,-66.5,Democrat,Extremely Urban,-34,18037.08,0.066219524,0.325,0.556,0.15143308,0.429040838,0,0,0.8706,0.1492
H2014CA13,House,CA,13,2014,-76.96,Democrat,Extremely Urban,-37,7262.18,0.207115412,0.215,0.457,0.218736842,0.337999299,0,0,0.9067,0.0
H2014CA14,House,CA,14,2014,-53.4,Democrat,Extremely Urban,-23,2708.69,0.043917595999999996,0.35200000000000004,0.45299999999999996,0.24167749300000002,0.357455511,0,0,0.7587,0.2108
H2014CA15,House,CA,15,2014,-39.62,Democrat,Extremely Urban,-16,1172.58,0.07576432799999999,0.34700000000000003,0.40399999999999997,0.23262655699999998,0.352822463,0,0,0.6953,0.0
H2014CA16,House,CA,16,2014,-1.46,Democrat,Extremely Urban,-7,247.54,0.069873109,0.091,0.12,0.592899084,0.234992457,0,0,0.598,0.4259
H2014CA17,House,CA,17,2014,-100.0,Democrat,Extremely Urban,-20,3802.56,0.035607051,0.547,0.5429999999999999,0.158489645,0.262788239,1,0,0.7382,0.2646
H2014CA18,House,CA,18,2014,-35.5,Democrat,Extremely Urban,-18,1009.75,0.026331535,0.23800000000000002,0.597,0.168581203,0.567075264,0,0,0.7024,0.2951
H2014CA19,House,CA,19,2014,-100.0,Democrat,Extremely Urban,-19,767.92,0.039412387,0.28600000000000003,0.32899999999999996,0.41641533399999997,0.253404837,1,0,0.7288,0.2676
H2014CA20,House,CA,20,2014,-100.0,Democrat,Extremely Urban,-21,144.21,0.02839949,0.053,0.27,0.521884859,0.37671177200000006,1,0,0.7302,0.2593
H2014CA21,House,CA,21,2014,15.66,Republican,Extremely Urban,-2,104.44,0.04828871,0.032,0.071,0.732142985,0.182187868,0,0,0.5566,0.5776
H2014CA22,House,CA,22,2014,44.08,Republican,Extremely Urban,10,603.29,0.043944351,0.08,0.23199999999999998,0.46283215299999997,0.408511361,0,0,0.4236,0.6188
H2014CA23,House,CA,23,2014,49.68,Republican,Extremely Urban,16,71.01,0.07745479799999999,0.055,0.193,0.381166846,0.482888425,0,0,0.3699,0.7322
H2014CA24,House,CA,24,2014,-3.86,Democrat,Extremely Urban,-4,102.12,0.027825305,0.047,0.32799999999999996,0.35396808399999996,0.557840079,0,0,0.5566,0.449
H2014CA25,House,CA,25,2014,100.0,Open Seat,Extremely Urban,3,415.8,0.09510646800000001,0.086,0.262,0.370792568,0.444202479,0,1,0.4903,0.5478
H2014CA26,House,CA,26,2014,-2.66,Democrat,Extremely Urban,-4,748.47,0.027309816,0.069,0.321,0.446783304,0.43921751299999995,0,0,0.5527,0.4731
H2014CA27,House,CA,27,2014,-18.72,Democrat,Extremely Urban,-11,1004.29,0.051854908,0.38799999999999996,0.408,0.27682268600000004,0.273678043,0,0,0.6414,0.3602
H2014CA28,House,CA,28,2014,-100.0,Democrat,Extremely Urban,-20,3217.69,0.034970142,0.135,0.43700000000000006,0.259043604,0.557965694,1,0,0.7262,0.2351
H2014CA29,House,CA,29,2014,-49.22,Democrat,Extremely Urban,-25,7637.78,0.045909584,0.077,0.179,0.6888137459999999,0.178077245,0,0,0.7897,0.0
H2014CA30,House,CA,30,2014,-31.28,Democrat,Extremely Urban,-14,5170.69,0.059767697,0.131,0.425,0.287712932,0.496122168,0,0,0.6704,0.0
H2014CA31,House,CA,31,2014,-3.46,Open Seat,Extremely Urban,-5,3220.79,0.11988315,0.079,0.23,0.513578176,0.285165732,0,0,0.5849,1.0
H2014CA32,House,CA,32,2014,-19.32,Democrat,Extremely Urban,-12,5658.09,0.038948841,0.187,0.2,0.618457735,0.164686257,0,0,0.6673,0.34299999999999997
H2014CA33,House,CA,33,2014,-18.38,Open Seat,Extremely Urban,-11,2435.73,0.035900853999999996,0.147,0.64,0.128836751,0.663131621,0,0,0.6222,0.0
H2014CA34,House,CA,34,2014,-100.0,Democrat,Extremely Urban,-30,14748.3,0.049450357,0.19699999999999998,0.24100000000000002,0.6535120010000001,0.09757097199999999,1,0,0.8548,0.1438
H2014CA35,House,CA,35,2014,-100.0,Open Seat,Extremely Urban,-15,4162.16,0.081514947,0.073,0.139,0.68990469,0.155058781,1,0,0.6878,0.0
H2014CA36,House,CA,36,2014,-8.36,Democrat,Extremely Urban,1,118.88,0.052118665999999994,0.037000000000000005,0.20800000000000002,0.48332089200000006,0.430759991,0,0,0.5163,0.4706
H2014CA37,House,CA,37,2014,-68.56,Democrat,Extremely Urban,-34,12719.94,0.241161332,0.107,0.371,0.39051610200000003,0.26314956100000003,0,0,0.8699,0.1358
H2014CA38,House,CA,38,2014,-18.18,Democrat,Extremely Urban,-12,6927.9,0.046095744,0.16,0.209,0.618465781,0.176127287,0,0,0.6629,0.3246
H2014CA39,House,CA,39,2014,37.08,Republican,Extremely Urban,5,3438.87,0.031167813,0.313,0.397,0.337735265,0.326015861,0,0,0.4811,0.5779
H2014CA40,House,CA,40,2014,-100.0,Democrat,Extremely Urban,-29,12184.16,0.051955149000000006,0.025,0.092,0.87293613,0.049271279,1,0,0.8316,0.0
H2014CA41,House,CA,41,2014,-13.28,Democrat,Extremely Urban,-9,2220.59,0.10108319699999999,0.06,0.15,0.5911995170000001,0.24639631399999998,0,0,0.6288,0.4103
H2014CA42,House,CA,42,2014,31.48,Republican,Extremely Urban,10,751.0,0.073883325,0.09300000000000001,0.242,0.37051743299999995,0.443022453,0,0,0.4229,0.6059
H2014CA43,House,CA,43,2014,-41.92,Democrat,Extremely Urban,-26,9758.49,0.257737547,0.133,0.242,0.464062214,0.143740833,0,0,0.7959,0.0
H2014CA44,House,CA,44,2014,-100.0,Democrat,Extremely Urban,-32,8857.16,0.175944477,0.062,0.111,0.699384332,0.062374875,1,0,0.8616,0.0
H2014CA45,House,CA,45,2014,30.24,Open Seat,Extremely Urban,7,2127.5,0.028639361000000002,0.24600000000000002,0.516,0.193935141,0.534297116,0,0,0.4397,0.5846
H2014CA46,House,CA,46,2014,-19.4,Democrat,Extremely Urban,-9,9800.7,0.021317126000000002,0.133,0.17800000000000002,0.66494143,0.18768078600000002,0,0,0.6291,0.3613
H2014CA47,House,CA,47,2014,-11.98,Democrat,Extremely Urban,-8,3251.03,0.08530955,0.23199999999999998,0.297,0.348746836,0.322872415,0,0,0.6154,0.4344
H2014CA48,House,CA,48,2014,28.24,Republican,Extremely Urban,7,4831.97,0.01658633,0.187,0.439,0.21202422699999998,0.557705285,0,0,0.4401,0.6098
H2014CA49,House,CA,49,2014,20.34,Republican,Extremely Urban,4,1270.89,0.03832978,0.07400000000000001,0.44,0.245708048,0.622046103,0,0,0.4659,0.5816
H2014CA50,House,CA,50,2014,42.4,Republican,Extremely Urban,14,252.18,0.038826086,0.057999999999999996,0.281,0.309211195,0.573721946,0,0,0.3837,0.6769
H2014CA51,House,CA,51,2014,-37.58,Democrat,Extremely Urban,-16,146.7,0.081146494,0.083,0.14,0.704356909,0.131298876,0,0,0.706,0.2852
H2014CA52,House,CA,52,2014,-3.18,Democrat,Extremely Urban,-2,2632.6,0.040323943,0.201,0.579,0.139312908,0.5928850379999999,0,0,0.5327,0.4882
H2014CA53,House,CA,53,2014,-17.68,Democrat,Extremely Urban,-10,5190.16,0.094249427,0.139,0.358,0.331860155,0.41819684100000004,0,0,0.6278,0.3857
H2014CO01,House,CO,01,2014,-36.84,Democrat,Extremely Urban,-18,3788.93,0.097228155,0.036000000000000004,0.44299999999999995,0.282552302,0.570233925,0,0,0.7055,0.2677
H2014CO02,House,CO,02,2014,-13.48,Democrat,Quite Urban,-8,95.35,0.014907999,0.033,0.527,0.10309629099999999,0.831234757,0,0,0.5945,0.3858
